from_asset,to_asset,connection,dependency_score
944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12,29a53b21-c9a9-4859-90ab-a00072982e35,944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12-->29a53b21-c9a9-4859-90ab-a00072982e35,3
17531bff-1128-4d6b-afc4-294d122999af,29b942e0-1439-4804-b32e-6aa24e1d28da,17531bff-1128-4d6b-afc4-294d122999af-->29b942e0-1439-4804-b32e-6aa24e1d28da,3
17531bff-1128-4d6b-afc4-294d122999af,29c70e6c-2878-436d-a65f-9bcc043d74e0,17531bff-1128-4d6b-afc4-294d122999af-->29c70e6c-2878-436d-a65f-9bcc043d74e0,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,2a532984-dc9e-487e-b1e4-e88894775c67,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->2a532984-dc9e-487e-b1e4-e88894775c67,3
b3cca31a-b868-4c02-bd21-9497d30230b5,2ad18367-936f-4a9d-87cc-9482cdf5ba9b,b3cca31a-b868-4c02-bd21-9497d30230b5-->2ad18367-936f-4a9d-87cc-9482cdf5ba9b,3
17531bff-1128-4d6b-afc4-294d122999af,2b19e5ff-3d20-482f-b1a5-0a3e5e1327ff,17531bff-1128-4d6b-afc4-294d122999af-->2b19e5ff-3d20-482f-b1a5-0a3e5e1327ff,3
271c588b-4337-44be-b5ab-99d69f0bf525,2b684f3c-d5cf-49ae-aced-23c896caf516,271c588b-4337-44be-b5ab-99d69f0bf525-->2b684f3c-d5cf-49ae-aced-23c896caf516,3
17531bff-1128-4d6b-afc4-294d122999af,2bbaebea-ad6e-4d16-a6a2-5a6c48c58767,17531bff-1128-4d6b-afc4-294d122999af-->2bbaebea-ad6e-4d16-a6a2-5a6c48c58767,3
271c588b-4337-44be-b5ab-99d69f0bf525,2bc08e3a-61c6-4ccb-bb64-d3069e7d2951,271c588b-4337-44be-b5ab-99d69f0bf525-->2bc08e3a-61c6-4ccb-bb64-d3069e7d2951,3
17531bff-1128-4d6b-afc4-294d122999af,2bfae5d3-44e2-47bd-ad81-e6b5a2f13bb8,17531bff-1128-4d6b-afc4-294d122999af-->2bfae5d3-44e2-47bd-ad81-e6b5a2f13bb8,3
17531bff-1128-4d6b-afc4-294d122999af,2c24c253-e2c9-4539-a996-e3a27f0c4c67,17531bff-1128-4d6b-afc4-294d122999af-->2c24c253-e2c9-4539-a996-e3a27f0c4c67,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,2c543261-396c-44c5-b8eb-0a7cecfbcd27,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->2c543261-396c-44c5-b8eb-0a7cecfbcd27,3
17531bff-1128-4d6b-afc4-294d122999af,2cc14516-1798-4690-9339-9bc830461ddf,17531bff-1128-4d6b-afc4-294d122999af-->2cc14516-1798-4690-9339-9bc830461ddf,3
17531bff-1128-4d6b-afc4-294d122999af,2cd52638-0320-43ff-9993-fba1eed9d836,17531bff-1128-4d6b-afc4-294d122999af-->2cd52638-0320-43ff-9993-fba1eed9d836,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,2cfaa05c-ca0f-444c-8fe6-8a94f1de5126,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->2cfaa05c-ca0f-444c-8fe6-8a94f1de5126,3
b3cca31a-b868-4c02-bd21-9497d30230b5,2d04f923-e81b-4a18-895a-a915f457671d,b3cca31a-b868-4c02-bd21-9497d30230b5-->2d04f923-e81b-4a18-895a-a915f457671d,3
17531bff-1128-4d6b-afc4-294d122999af,2d2a1ffc-9d36-4c48-88e3-e23df7de1f30,17531bff-1128-4d6b-afc4-294d122999af-->2d2a1ffc-9d36-4c48-88e3-e23df7de1f30,3
944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12,2d2cf34e-8266-4780-83f6-d48fa039dc97,944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12-->2d2cf34e-8266-4780-83f6-d48fa039dc97,3
17531bff-1128-4d6b-afc4-294d122999af,2d4afade-5091-4e37-b2dd-6cd950639932,17531bff-1128-4d6b-afc4-294d122999af-->2d4afade-5091-4e37-b2dd-6cd950639932,3
17531bff-1128-4d6b-afc4-294d122999af,2d5b6433-f30f-4d9e-af95-87dcc08b7b2c,17531bff-1128-4d6b-afc4-294d122999af-->2d5b6433-f30f-4d9e-af95-87dcc08b7b2c,3
944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12,2d774d04-0b9b-42bf-9a41-04595a6da4bc,944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12-->2d774d04-0b9b-42bf-9a41-04595a6da4bc,3
b3cca31a-b868-4c02-bd21-9497d30230b5,2de15bcd-0de1-4e41-bfa9-82a6d3ed4072,b3cca31a-b868-4c02-bd21-9497d30230b5-->2de15bcd-0de1-4e41-bfa9-82a6d3ed4072,3
b3cca31a-b868-4c02-bd21-9497d30230b5,2e933e66-db32-4406-8bb6-e9e9574991da,b3cca31a-b868-4c02-bd21-9497d30230b5-->2e933e66-db32-4406-8bb6-e9e9574991da,3
17531bff-1128-4d6b-afc4-294d122999af,2ea31837-f115-4226-957b-505f8627b0eb,17531bff-1128-4d6b-afc4-294d122999af-->2ea31837-f115-4226-957b-505f8627b0eb,3
17531bff-1128-4d6b-afc4-294d122999af,2ea853b2-b5d4-4906-898d-dbd13b063742,17531bff-1128-4d6b-afc4-294d122999af-->2ea853b2-b5d4-4906-898d-dbd13b063742,3
271c588b-4337-44be-b5ab-99d69f0bf525,2eb8a503-dcab-400b-bb02-779e83386e4a,271c588b-4337-44be-b5ab-99d69f0bf525-->2eb8a503-dcab-400b-bb02-779e83386e4a,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,2eceafe0-ebbf-405b-8175-f81434a486e4,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->2eceafe0-ebbf-405b-8175-f81434a486e4,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,2ed67d2b-c43d-4f30-88fe-d29f5f79820d,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->2ed67d2b-c43d-4f30-88fe-d29f5f79820d,3
b3cca31a-b868-4c02-bd21-9497d30230b5,2f1eb379-8d05-4fd1-906f-78fe91d41fbd,b3cca31a-b868-4c02-bd21-9497d30230b5-->2f1eb379-8d05-4fd1-906f-78fe91d41fbd,3
17531bff-1128-4d6b-afc4-294d122999af,2fd4e726-7240-4a25-9838-66e49765002f,17531bff-1128-4d6b-afc4-294d122999af-->2fd4e726-7240-4a25-9838-66e49765002f,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,300dbe32-10f7-451a-9b52-bd9b72124904,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->300dbe32-10f7-451a-9b52-bd9b72124904,3
17531bff-1128-4d6b-afc4-294d122999af,306067ab-d944-455d-809e-2df06b6c337b,17531bff-1128-4d6b-afc4-294d122999af-->306067ab-d944-455d-809e-2df06b6c337b,3
17531bff-1128-4d6b-afc4-294d122999af,309baa0c-3427-461e-97ea-ba24da2cecb4,17531bff-1128-4d6b-afc4-294d122999af-->309baa0c-3427-461e-97ea-ba24da2cecb4,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,30f732c0-9700-440c-bf5d-d61b4b9576f9,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->30f732c0-9700-440c-bf5d-d61b4b9576f9,3
17531bff-1128-4d6b-afc4-294d122999af,3141d256-cdba-421e-bcdd-eaa1c35ecf8b,17531bff-1128-4d6b-afc4-294d122999af-->3141d256-cdba-421e-bcdd-eaa1c35ecf8b,3
271c588b-4337-44be-b5ab-99d69f0bf525,31f510a3-70c5-467a-9534-2659ae96146d,271c588b-4337-44be-b5ab-99d69f0bf525-->31f510a3-70c5-467a-9534-2659ae96146d,3
17531bff-1128-4d6b-afc4-294d122999af,320f4cf3-79ec-4af8-a89f-0104b402132d,17531bff-1128-4d6b-afc4-294d122999af-->320f4cf3-79ec-4af8-a89f-0104b402132d,3
271c588b-4337-44be-b5ab-99d69f0bf525,327c5169-4f81-4925-a01e-7fae9c01b0d4,271c588b-4337-44be-b5ab-99d69f0bf525-->327c5169-4f81-4925-a01e-7fae9c01b0d4,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,32d99bb5-cbc4-406c-bf7d-62b32c162646,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->32d99bb5-cbc4-406c-bf7d-62b32c162646,3
271c588b-4337-44be-b5ab-99d69f0bf525,32f43590-97e5-4e40-9445-6924bd417224,271c588b-4337-44be-b5ab-99d69f0bf525-->32f43590-97e5-4e40-9445-6924bd417224,3
271c588b-4337-44be-b5ab-99d69f0bf525,3303f4f7-c9f7-44a5-b6fb-69b11f3ab2b1,271c588b-4337-44be-b5ab-99d69f0bf525-->3303f4f7-c9f7-44a5-b6fb-69b11f3ab2b1,3
271c588b-4337-44be-b5ab-99d69f0bf525,33ca0857-94ca-4d14-880e-68b9f58b40cc,271c588b-4337-44be-b5ab-99d69f0bf525-->33ca0857-94ca-4d14-880e-68b9f58b40cc,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,33de6b8c-2752-40cf-afed-c73a6587d56a,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->33de6b8c-2752-40cf-afed-c73a6587d56a,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,3419fab0-3e6e-42cb-a434-949796095990,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->3419fab0-3e6e-42cb-a434-949796095990,3
944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12,345198ed-e9ad-4155-b271-f3db1b7750ba,944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12-->345198ed-e9ad-4155-b271-f3db1b7750ba,3
17531bff-1128-4d6b-afc4-294d122999af,34710a85-3233-41ab-9c0d-cc587adcec3d,17531bff-1128-4d6b-afc4-294d122999af-->34710a85-3233-41ab-9c0d-cc587adcec3d,3
944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12,34ece4d7-02d2-4633-8a8c-1743d0687e7b,944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12-->34ece4d7-02d2-4633-8a8c-1743d0687e7b,3
17531bff-1128-4d6b-afc4-294d122999af,354b9745-fc42-4561-92a3-b0cad81da0f8,17531bff-1128-4d6b-afc4-294d122999af-->354b9745-fc42-4561-92a3-b0cad81da0f8,3
271c588b-4337-44be-b5ab-99d69f0bf525,362cb259-4bc8-4933-8f24-9840dba36278,271c588b-4337-44be-b5ab-99d69f0bf525-->362cb259-4bc8-4933-8f24-9840dba36278,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,365d364b-0e7c-48c0-b988-b1d8744ac4a4,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->365d364b-0e7c-48c0-b988-b1d8744ac4a4,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,367fa10a-5540-41ce-9c68-dc24f041d770,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->367fa10a-5540-41ce-9c68-dc24f041d770,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,36d16c62-f9ab-4788-bfa1-9923f7228c08,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->36d16c62-f9ab-4788-bfa1-9923f7228c08,3
944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12,37019f33-d57e-4d40-8cf1-3ee8a66c0278,944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12-->37019f33-d57e-4d40-8cf1-3ee8a66c0278,3
17531bff-1128-4d6b-afc4-294d122999af,3724a69a-476e-4628-9403-9a78604a7219,17531bff-1128-4d6b-afc4-294d122999af-->3724a69a-476e-4628-9403-9a78604a7219,3
17531bff-1128-4d6b-afc4-294d122999af,3758bd9e-095c-46c7-9b5d-c661a5c63404,17531bff-1128-4d6b-afc4-294d122999af-->3758bd9e-095c-46c7-9b5d-c661a5c63404,3
17531bff-1128-4d6b-afc4-294d122999af,382d7a4c-3629-4a43-8229-23fe37846c0f,17531bff-1128-4d6b-afc4-294d122999af-->382d7a4c-3629-4a43-8229-23fe37846c0f,3
17531bff-1128-4d6b-afc4-294d122999af,38871fb3-17cd-429c-8a5d-e91bd3027174,17531bff-1128-4d6b-afc4-294d122999af-->38871fb3-17cd-429c-8a5d-e91bd3027174,3
17531bff-1128-4d6b-afc4-294d122999af,38aa0324-3844-4c3c-80d4-4b9343cf40ec,17531bff-1128-4d6b-afc4-294d122999af-->38aa0324-3844-4c3c-80d4-4b9343cf40ec,3
b3cca31a-b868-4c02-bd21-9497d30230b5,38b0ce3e-48ce-40ee-b818-23fd457a1f09,b3cca31a-b868-4c02-bd21-9497d30230b5-->38b0ce3e-48ce-40ee-b818-23fd457a1f09,3
17531bff-1128-4d6b-afc4-294d122999af,3902925c-0904-4251-9783-6ea3b93d855c,17531bff-1128-4d6b-afc4-294d122999af-->3902925c-0904-4251-9783-6ea3b93d855c,3
17531bff-1128-4d6b-afc4-294d122999af,39574883-b68c-4328-9d08-faba73d679b3,17531bff-1128-4d6b-afc4-294d122999af-->39574883-b68c-4328-9d08-faba73d679b3,3
17531bff-1128-4d6b-afc4-294d122999af,3973addf-5123-4dfc-8edf-d9b4b319f2f4,17531bff-1128-4d6b-afc4-294d122999af-->3973addf-5123-4dfc-8edf-d9b4b319f2f4,3
17531bff-1128-4d6b-afc4-294d122999af,397fba44-43c5-4bf7-acdd-d7d06f5fbeaf,17531bff-1128-4d6b-afc4-294d122999af-->397fba44-43c5-4bf7-acdd-d7d06f5fbeaf,3
17531bff-1128-4d6b-afc4-294d122999af,39983ba1-e8b6-4b22-b79e-d82b613ae1e6,17531bff-1128-4d6b-afc4-294d122999af-->39983ba1-e8b6-4b22-b79e-d82b613ae1e6,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,39ea637a-0a22-45f3-afdf-65491b31fdf1,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->39ea637a-0a22-45f3-afdf-65491b31fdf1,3
17531bff-1128-4d6b-afc4-294d122999af,39fa490b-ea11-4feb-945d-fd4071dc2f0d,17531bff-1128-4d6b-afc4-294d122999af-->39fa490b-ea11-4feb-945d-fd4071dc2f0d,3
271c588b-4337-44be-b5ab-99d69f0bf525,3a099812-b0ad-44e0-890d-9aa5ba6f68d6,271c588b-4337-44be-b5ab-99d69f0bf525-->3a099812-b0ad-44e0-890d-9aa5ba6f68d6,3
17531bff-1128-4d6b-afc4-294d122999af,3a91f5ae-0c6c-49b9-a292-ee1f2d8e950b,17531bff-1128-4d6b-afc4-294d122999af-->3a91f5ae-0c6c-49b9-a292-ee1f2d8e950b,3
271c588b-4337-44be-b5ab-99d69f0bf525,3a9b3835-e76f-418a-9691-1505f3a94495,271c588b-4337-44be-b5ab-99d69f0bf525-->3a9b3835-e76f-418a-9691-1505f3a94495,3
271c588b-4337-44be-b5ab-99d69f0bf525,3b0c604a-f78f-4299-8346-b3ce5822d108,271c588b-4337-44be-b5ab-99d69f0bf525-->3b0c604a-f78f-4299-8346-b3ce5822d108,3
b3cca31a-b868-4c02-bd21-9497d30230b5,3b31ddf9-d8c7-4bd6-90a4-deb6edbdec5f,b3cca31a-b868-4c02-bd21-9497d30230b5-->3b31ddf9-d8c7-4bd6-90a4-deb6edbdec5f,3
17531bff-1128-4d6b-afc4-294d122999af,3b43d171-a4e1-4649-88a2-8cfb35f8f09f,17531bff-1128-4d6b-afc4-294d122999af-->3b43d171-a4e1-4649-88a2-8cfb35f8f09f,3
17531bff-1128-4d6b-afc4-294d122999af,3b72815b-fb83-44e0-b2aa-b5d313feef22,17531bff-1128-4d6b-afc4-294d122999af-->3b72815b-fb83-44e0-b2aa-b5d313feef22,3
17531bff-1128-4d6b-afc4-294d122999af,3ccf5ed5-6817-43ad-8bf6-0ddfeef602b8,17531bff-1128-4d6b-afc4-294d122999af-->3ccf5ed5-6817-43ad-8bf6-0ddfeef602b8,3
17531bff-1128-4d6b-afc4-294d122999af,3cec23dd-2d9a-4b57-ba2f-e2343c6d047e,17531bff-1128-4d6b-afc4-294d122999af-->3cec23dd-2d9a-4b57-ba2f-e2343c6d047e,3
17531bff-1128-4d6b-afc4-294d122999af,3d050c3d-1bea-486d-9dd7-e7b0b4ec41b3,17531bff-1128-4d6b-afc4-294d122999af-->3d050c3d-1bea-486d-9dd7-e7b0b4ec41b3,3
944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12,3dc938bf-3fe3-42ca-a3ac-b682da3f20d6,944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12-->3dc938bf-3fe3-42ca-a3ac-b682da3f20d6,3
17531bff-1128-4d6b-afc4-294d122999af,3dfbd0e1-3f9d-4ad7-aa3f-f565d3aa462f,17531bff-1128-4d6b-afc4-294d122999af-->3dfbd0e1-3f9d-4ad7-aa3f-f565d3aa462f,3
271c588b-4337-44be-b5ab-99d69f0bf525,3e0ead5d-a5fd-47bf-bc9b-f26663d12bf1,271c588b-4337-44be-b5ab-99d69f0bf525-->3e0ead5d-a5fd-47bf-bc9b-f26663d12bf1,3
271c588b-4337-44be-b5ab-99d69f0bf525,3e0ecf3e-5a3f-42f7-9459-db504d78aebe,271c588b-4337-44be-b5ab-99d69f0bf525-->3e0ecf3e-5a3f-42f7-9459-db504d78aebe,3
17531bff-1128-4d6b-afc4-294d122999af,3f7fe0b4-9cbd-4a5d-98b3-a4e466669ed1,17531bff-1128-4d6b-afc4-294d122999af-->3f7fe0b4-9cbd-4a5d-98b3-a4e466669ed1,3
271c588b-4337-44be-b5ab-99d69f0bf525,3ffb6594-26eb-4c36-b854-37d60e1e07a1,271c588b-4337-44be-b5ab-99d69f0bf525-->3ffb6594-26eb-4c36-b854-37d60e1e07a1,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,404b62f7-633b-4f86-8eaa-ec5f8086c189,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->404b62f7-633b-4f86-8eaa-ec5f8086c189,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,406b57fa-487c-4bda-a319-1c40cab33ff1,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->406b57fa-487c-4bda-a319-1c40cab33ff1,3
17531bff-1128-4d6b-afc4-294d122999af,406ba133-14fa-4b4d-bb98-9ff25a08fc3c,17531bff-1128-4d6b-afc4-294d122999af-->406ba133-14fa-4b4d-bb98-9ff25a08fc3c,3
b3cca31a-b868-4c02-bd21-9497d30230b5,4077b768-8b5c-40c5-a704-763038e633f7,b3cca31a-b868-4c02-bd21-9497d30230b5-->4077b768-8b5c-40c5-a704-763038e633f7,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,40981b55-4700-4b5d-92bc-760223cae8d5,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->40981b55-4700-4b5d-92bc-760223cae8d5,3
944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12,40a87a34-a101-4444-8234-4a69615a5590,944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12-->40a87a34-a101-4444-8234-4a69615a5590,3
17531bff-1128-4d6b-afc4-294d122999af,40d96f53-d5d1-4ff5-b840-9a9b797ec7a6,17531bff-1128-4d6b-afc4-294d122999af-->40d96f53-d5d1-4ff5-b840-9a9b797ec7a6,3
b3cca31a-b868-4c02-bd21-9497d30230b5,4112527c-9a12-408d-aa14-0c888d7a3cd6,b3cca31a-b868-4c02-bd21-9497d30230b5-->4112527c-9a12-408d-aa14-0c888d7a3cd6,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,41eb7b56-495b-410b-87b3-e87002f57de6,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->41eb7b56-495b-410b-87b3-e87002f57de6,3
17531bff-1128-4d6b-afc4-294d122999af,41ebc851-3532-4705-98d9-9183f703e895,17531bff-1128-4d6b-afc4-294d122999af-->41ebc851-3532-4705-98d9-9183f703e895,3
17531bff-1128-4d6b-afc4-294d122999af,4264fa06-37e2-4ba0-bad3-94732a0f562f,17531bff-1128-4d6b-afc4-294d122999af-->4264fa06-37e2-4ba0-bad3-94732a0f562f,3
944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12,42ecf679-03b6-48af-abdd-71f47f7978ac,944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12-->42ecf679-03b6-48af-abdd-71f47f7978ac,3
17531bff-1128-4d6b-afc4-294d122999af,4320b1a3-0fcb-49f3-8ad6-82dbec73fed2,17531bff-1128-4d6b-afc4-294d122999af-->4320b1a3-0fcb-49f3-8ad6-82dbec73fed2,3
271c588b-4337-44be-b5ab-99d69f0bf525,43b93110-96f1-4749-8217-3507f2c7ce83,271c588b-4337-44be-b5ab-99d69f0bf525-->43b93110-96f1-4749-8217-3507f2c7ce83,3
271c588b-4337-44be-b5ab-99d69f0bf525,43e0374c-47e4-4c17-a881-5ddbb9771ca3,271c588b-4337-44be-b5ab-99d69f0bf525-->43e0374c-47e4-4c17-a881-5ddbb9771ca3,3
17531bff-1128-4d6b-afc4-294d122999af,443d179e-c96d-404f-9735-624b0433de06,17531bff-1128-4d6b-afc4-294d122999af-->443d179e-c96d-404f-9735-624b0433de06,3
17531bff-1128-4d6b-afc4-294d122999af,449210f8-f01a-4357-b47c-23b170c8ca7f,17531bff-1128-4d6b-afc4-294d122999af-->449210f8-f01a-4357-b47c-23b170c8ca7f,3
17531bff-1128-4d6b-afc4-294d122999af,4515bfd5-13e5-4e6d-9f57-c0dcd0027cf1,17531bff-1128-4d6b-afc4-294d122999af-->4515bfd5-13e5-4e6d-9f57-c0dcd0027cf1,3
17531bff-1128-4d6b-afc4-294d122999af,45209749-05c2-427f-abdd-b7bcddfa30ed,17531bff-1128-4d6b-afc4-294d122999af-->45209749-05c2-427f-abdd-b7bcddfa30ed,3
17531bff-1128-4d6b-afc4-294d122999af,45a206a3-aa71-492e-9b33-685f3e6d917b,17531bff-1128-4d6b-afc4-294d122999af-->45a206a3-aa71-492e-9b33-685f3e6d917b,3
17531bff-1128-4d6b-afc4-294d122999af,45b045fd-9b1b-4a08-864b-fce26c73c128,17531bff-1128-4d6b-afc4-294d122999af-->45b045fd-9b1b-4a08-864b-fce26c73c128,3
b3cca31a-b868-4c02-bd21-9497d30230b5,4609777d-d11f-49fa-8d65-4bffbdf42d78,b3cca31a-b868-4c02-bd21-9497d30230b5-->4609777d-d11f-49fa-8d65-4bffbdf42d78,3
271c588b-4337-44be-b5ab-99d69f0bf525,4623af16-4298-41d7-ae55-2ed44fad9b3a,271c588b-4337-44be-b5ab-99d69f0bf525-->4623af16-4298-41d7-ae55-2ed44fad9b3a,3
271c588b-4337-44be-b5ab-99d69f0bf525,467fad1f-eb93-474b-951d-071b5f8a1108,271c588b-4337-44be-b5ab-99d69f0bf525-->467fad1f-eb93-474b-951d-071b5f8a1108,3
271c588b-4337-44be-b5ab-99d69f0bf525,46a00f8e-51c5-45cc-b9f0-e67164fa2e54,271c588b-4337-44be-b5ab-99d69f0bf525-->46a00f8e-51c5-45cc-b9f0-e67164fa2e54,3
271c588b-4337-44be-b5ab-99d69f0bf525,46abd27f-8054-4388-9f2b-90105e0f49a0,271c588b-4337-44be-b5ab-99d69f0bf525-->46abd27f-8054-4388-9f2b-90105e0f49a0,3
271c588b-4337-44be-b5ab-99d69f0bf525,46cb31e8-9752-466c-b384-3068a80c4328,271c588b-4337-44be-b5ab-99d69f0bf525-->46cb31e8-9752-466c-b384-3068a80c4328,3
17531bff-1128-4d6b-afc4-294d122999af,46cd3cf2-1a1e-4c56-b02c-53dbbecb8784,17531bff-1128-4d6b-afc4-294d122999af-->46cd3cf2-1a1e-4c56-b02c-53dbbecb8784,3
271c588b-4337-44be-b5ab-99d69f0bf525,477133d1-c8b8-489c-acf2-23142d3b387a,271c588b-4337-44be-b5ab-99d69f0bf525-->477133d1-c8b8-489c-acf2-23142d3b387a,3
b3cca31a-b868-4c02-bd21-9497d30230b5,4780b27a-a69d-4507-95dc-8065ff719a50,b3cca31a-b868-4c02-bd21-9497d30230b5-->4780b27a-a69d-4507-95dc-8065ff719a50,3
17531bff-1128-4d6b-afc4-294d122999af,47a3e9a4-2555-4944-8475-117807d1ca5b,17531bff-1128-4d6b-afc4-294d122999af-->47a3e9a4-2555-4944-8475-117807d1ca5b,3
271c588b-4337-44be-b5ab-99d69f0bf525,47bb6675-04ca-4288-b846-e11b0ad23924,271c588b-4337-44be-b5ab-99d69f0bf525-->47bb6675-04ca-4288-b846-e11b0ad23924,3
944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12,47ce0353-5a35-49b5-996c-1389fef6a43e,944e59ae-aba8-4f1d-a0cb-d4cdc17dbd12-->47ce0353-5a35-49b5-996c-1389fef6a43e,3
17531bff-1128-4d6b-afc4-294d122999af,486f97fe-bcaf-4188-bf8b-5128484194ab,17531bff-1128-4d6b-afc4-294d122999af-->486f97fe-bcaf-4188-bf8b-5128484194ab,3
271c588b-4337-44be-b5ab-99d69f0bf525,48f46f4b-cba9-4b12-b362-8df1e4948a1a,271c588b-4337-44be-b5ab-99d69f0bf525-->48f46f4b-cba9-4b12-b362-8df1e4948a1a,3
271c588b-4337-44be-b5ab-99d69f0bf525,49769ef4-358a-4c94-973f-40ff29664af0,271c588b-4337-44be-b5ab-99d69f0bf525-->49769ef4-358a-4c94-973f-40ff29664af0,3
271c588b-4337-44be-b5ab-99d69f0bf525,49960887-2628-4a64-9b86-96eb24f8ce3c,271c588b-4337-44be-b5ab-99d69f0bf525-->49960887-2628-4a64-9b86-96eb24f8ce3c,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,49d1c51d-9c5a-43f8-a00f-f92a2a0d0527,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->49d1c51d-9c5a-43f8-a00f-f92a2a0d0527,3
b3cca31a-b868-4c02-bd21-9497d30230b5,49f3bc3e-6d55-4cca-ac97-5c57b5cf6724,b3cca31a-b868-4c02-bd21-9497d30230b5-->49f3bc3e-6d55-4cca-ac97-5c57b5cf6724,3
17531bff-1128-4d6b-afc4-294d122999af,4a04a2e9-3429-43cd-9538-1c3d5ce91149,17531bff-1128-4d6b-afc4-294d122999af-->4a04a2e9-3429-43cd-9538-1c3d5ce91149,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,4a2bf4e2-472d-485b-82f0-e21885312b0e,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->4a2bf4e2-472d-485b-82f0-e21885312b0e,3
d10fdcaf-b35d-44be-aeec-6e7ce297e1b2,4a41669a-d6d8-4603-be4e-25211341ac25,d10fdcaf-b35d-44be-aeec-6e7ce297e1b2-->4a41669a-d6d8-4603-be4e-25211341ac25,3
17531bff-1128-4d6b-afc4-294d122999af,4a6283db-df06-4dfa-bde2-07e8c4b65270,17531bff-1128-4d6b-afc4-294d122999af-->4a6283db-df06-4dfa-bde2-07e8c4b65270,3
17531bff-1128-4d6b-afc4-294d122999af,4b2bd02c-49cf-43ad-96d7-a9cb1bd0e859,17531bff-1128-4d6b-afc4-294d122999af-->4b2bd02c-49cf-43ad-96d7-a9cb1bd0e859,3
b3cca31a-b868-4c02-bd21-9497d30230b5,4b4095c1-84b2-4670-8731-c480a004161b,b3cca31a-b868-4c02-bd21-9497d30230b5-->4b4095c1-84b2-4670-8731-c480a004161b,3
b3cca31a-b868-4c02-bd21-9497d30230b5,4c825f82-4889-4f16-9cbe-b4062ead6590,b3cca31a-b868-4c02-bd21-9497d30230b5-->4c825f82-4889-4f16-9cbe-b4062ead6590,3
17531bff-1128-4d6b-afc4-294d122999af,4c9e3807-1969-4850-920d-c635494b6c11,17531bff-1128-4d6b-afc4-294d122999af-->4c9e3807-1969-4850-920d-c635494b6c11,3
